class,x1,y1,z1,visibility1,x2,y2,z2,visibility2,x3,y3,z3,visibility3,x4,y4,z4,visibility4,x5,y5,z5,visibility5,x6,y6,z6,visibility6,x7,y7,z7,visibility7,x8,y8,z8,visibility8,x9,y9,z9,visibility9,x10,y10,z10,visibility10,x11,y11,z11,visibility11,x12,y12,z12,visibility12,x13,y13,z13,visibility13,x14,y14,z14,visibility14,x15,y15,z15,visibility15,x16,y16,z16,visibility16,x17,y17,z17,visibility17,x18,y18,z18,visibility18,x19,y19,z19,visibility19,x20,y20,z20,visibility20,x21,y21,z21,visibility21,x22,y22,z22,visibility22,x23,y23,z23,visibility23,x24,y24,z24,visibility24,x25,y25,z25,visibility25,x26,y26,z26,visibility26,x27,y27,z27,visibility27,x28,y28,z28,visibility28,x29,y29,z29,visibility29,x30,y30,z30,visibility30,x31,y31,z31,visibility31,x32,y32,z32,visibility32,x33,y33,z33,visibility33
T Pose,0.3616631329059601,0.2754167914390564,-0.358857274,0.999940038,0.3653067648410797,0.2596561014652252,-0.366909355,0.9997128844261169,0.3691807687282562,0.2574222683906555,-0.366955936,0.9997640252113342,0.37375274300575256,0.2549322545528412,-0.367076963,0.9997425675392151,0.3583965003490448,0.2631644010543823,-0.344319254,0.99950695,0.35673972964286804,0.2639422118663788,-0.344355732,0.9994182586669922,0.35536691546440125,0.2646588981151581,-0.344338238,0.9991635084152222,0.39165082573890686,0.2549169063568115,-0.326109648,0.9998490810394287,0.36462080478668213,0.265174001,-0.219793364,0.9992364645004272,0.37416353821754456,0.28684720396995544,-0.338504821,0.9999040365219116,0.3651500642299652,0.2904890477657318,-0.307427675,0.9996745586395264,0.4555560052394867,0.34175431728363037,-0.235394925,0.9999673366546631,0.3397235870361328,0.33745816349983215,-0.132149205,0.9997208714485168,0.5278894901275635,0.3751370310783386,-0.252040088,0.9986506104469299,0.2578567862510681,0.350131094,-0.093218125,0.9956804513931274,0.6026486754417419,0.39532822370529175,-0.346005619,0.9942362904548645,0.17764858901500702,0.36541223526000977,-0.190679431,0.983317494,0.6230122447013855,0.4032400846481323,-0.367530495,0.9793070554733276,0.1570778787136078,0.3759545683860779,-0.204773143,0.9396867156028748,0.6232212781906128,0.40253934264183044,-0.40840441,0.9833213090896606,0.15736956894397736,0.3747667074203491,-0.250880599,0.9511834979057312,0.6158968806266785,0.40080326795578003,-0.365358561,0.9829419255256653,0.16412730515003204,0.3720681071281433,-0.215513662,0.9577017426490784,0.4231316149234772,0.5546976923942566,-0.023217116,0.9990750551223755,0.36142170429229736,0.5559206604957581,0.023354405537247658,0.9988664388656616,0.4271310269832611,0.7044486999511719,-0.026430761,0.9964616894721985,0.35470911860466003,0.7090765237808228,0.079193667,0.997756302,0.4303945004940033,0.8230215311050415,0.20197364687919617,0.9963416457176208,0.3566459119319916,0.8279417753219604,0.3039223551750183,0.997179389,0.4238082468509674,0.8370791673660278,0.2155008614063263,0.965276301,0.365713894,0.8418885469436646,0.31825223565101624,0.9636459946632385,0.44445085525512695,0.8720942139625549,0.071787745,0.992445171,0.33868011832237244,0.8788022994995117,0.19247066974639893,0.9951550960540771
T Pose,0.36093080043792725,0.2761055827140808,-0.35885635,0.9999428987503052,0.36436009407043457,0.2599168121814728,-0.365927517,0.9997243881225586,0.3677966892719269,0.2577311098575592,-0.365965009,0.9997743964195251,0.3718508780002594,0.25520792603492737,-0.366071045,0.9997532367706299,0.3575116693973541,0.2636290490627289,-0.344218522,0.9995318055152893,0.35606053471565247,0.2644900679588318,-0.344254047,0.9994500875473022,0.35489046573638916,0.26532208919525146,-0.344228685,0.9992073178291321,0.39070406556129456,0.25485914945602417,-0.317736268,0.9998527765274048,0.36461490392684937,0.26518356800079346,-0.219544977,0.9992784261703491,0.3732644319534302,0.28688475489616394,-0.337674707,0.999907374,0.3648093044757843,0.2905471622943878,-0.307475984,0.9996921420097351,0.45547032356262207,0.34117814898490906,-0.234118968,0.9999690651893616,0.33977001905441284,0.3376086950302124,-0.132913768,0.99973464,0.5278846025466919,0.37484079599380493,-0.252314806,0.9987289905548096,0.2574678659439087,0.35070139169692993,-0.095191315,0.9957414269447327,0.6024574041366577,0.39525869488716125,-0.347525865,0.994594932,0.17828777432441711,0.3657883107662201,-0.197786525,0.9835347533226013,0.6232414245605469,0.4032679498195648,-0.374184251,0.9802865386009216,0.15708735585212708,0.3761281669139862,-0.217871472,0.9402136206626892,0.6233733892440796,0.40253695845603943,-0.414083064,0.9841219782829285,0.1573406457901001,0.3750757575035095,-0.263442129,0.9515900611877441,0.6159985065460205,0.4007861018180847,-0.36782366,0.983767569,0.16423459351062775,0.3724178969860077,-0.223438933,0.9579250812530518,0.42337241768836975,0.5566003322601318,-0.021473257,0.9991008043289185,0.36184045672416687,0.5578902363777161,0.021611486,0.9989097714424133,0.4283858835697174,0.7045419216156006,0.057737119,0.9964045882225037,0.3561079800128937,0.7090960144996643,0.10376247018575668,0.99777329,0.43385061621665955,0.8236518502235413,0.2984768748283386,0.9961245059967041,0.358096182,0.8278536200523376,0.3295256197452545,0.9970296621322632,0.4280107617378235,0.837702751,0.3144279420375824,0.9648374319076538,0.3657190799713135,0.8417405486106873,0.3450147211551666,0.961818516,0.44609665870666504,0.8723205924034119,0.1755240112543106,0.992297351,0.3413264751434326,0.8788000345230103,0.2198757380247116,0.9949830770492554
T Pose,0.35954710841178894,0.27660515904426575,-0.36439079,0.9999452829360962,0.3633599877357483,0.2603064775466919,-0.370091707,0.9997342824935913,0.3665394186973572,0.2582775354385376,-0.370119542,0.9997829794883728,0.370313823,0.25580552220344543,-0.370212138,0.9997620582580566,0.3563884496688843,0.26419711112976074,-0.348825008,0.9995543360710144,0.3550964593887329,0.2651650607585907,-0.348854482,0.9994781613349915,0.35408467054367065,0.2661418318748474,-0.348810613,0.9992466568946838,0.3890179991722107,0.2550088167190552,-0.318357825,0.9998555183410645,0.36427581310272217,0.26579633355140686,-0.221344635,0.9993168711662292,0.3716951608657837,0.2871457636356354,-0.341433704,0.9999096393585205,0.36384323239326477,0.2907891273498535,-0.312293857,0.9997075200080872,0.4553448259830475,0.34107229113578796,-0.234539658,0.9999703168869019,0.339804083,0.3379291296005249,-0.134124309,0.9997488260269165,0.5278290510177612,0.37490856647491455,-0.253120124,0.9987911581993103,0.2573973834514618,0.35253506898880005,-0.095495395,0.9957788586616516,0.6019543409347534,0.3957785964012146,-0.350494057,0.9948893785476685,0.17962314188480377,0.36716556549072266,-0.200930148,0.9835895299911499,0.6232469081878662,0.40439704060554504,-0.379318804,0.9810405969619751,0.15742214024066925,0.3766642212867737,-0.222043306,0.9400913119316101,0.6233896613121033,0.40314561128616333,-0.420034707,0.9847363829612732,0.1575583517551422,0.37564942240715027,-0.267701894,0.9514314532279968,0.6159998178482056,0.4012104272842407,-0.37174952,0.9843907952308655,0.1652011275291443,0.3731200397014618,-0.226777643,0.9576509594917297,0.42362847924232483,0.5577226877212524,-0.020119622,0.9991220831871033,0.36188825964927673,0.5590077638626099,0.020272609,0.998958945,0.4294547438621521,0.7051881551742554,0.066870943,0.9963948726654053,0.3563087284564972,0.7093638777732849,0.10262656211853027,0.9978344440460205,0.43510812520980835,0.8263599276542664,0.29853975772857666,0.9960150718688965,0.35873743891716003,0.8291260600090027,0.3241482973098755,0.9969874024391174,0.4291890263557434,0.842184842,0.31315723061561584,0.9650540947914124,0.36584386229515076,0.8432791233062744,0.34098702669143677,0.9611124992370605,0.44752198457717896,0.8740158677101135,0.17043152451515198,0.9922617673873901,0.34159398078918457,0.8796838521957397,0.21199479699134827,0.9949349164962769
T Pose,0.35919541120529175,0.2771521210670471,-0.342388928,0.9999450445175171,0.3630174696445465,0.2609228491783142,-0.349376559,0.9997301697731018,0.3660271167755127,0.25906720757484436,-0.349404961,0.9997804164886475,0.3696303963661194,0.25677958130836487,-0.349486619,0.9997583031654358,0.356192023,0.2649642527103424,-0.326746494,0.999556303,0.35495978593826294,0.266055703,-0.326773822,0.9994844198226929,0.3540000319480896,0.2671723961830139,-0.326728225,0.9992546439170837,0.3881703317165375,0.25599515438079834,-0.306724966,0.9998483061790466,0.3643268942832947,0.26693668961524963,-0.20235011,0.9993259906768799,0.37127771973609924,0.2875961363315582,-0.322553486,0.9999070763587952,0.36372607946395874,0.2911530137062073,-0.291836143,0.9997097253799438,0.4553990960121155,0.3411073088645935,-0.22636947,0.9999708533287048,0.3412106931209564,0.3389013707637787,-0.12391416,0.9997577667236328,0.5282345414161682,0.37497520446777344,-0.249739796,0.9988387823104858,0.25842520594596863,0.3530815541744232,-0.08643876,0.995714545,0.6022858619689941,0.3958776593208313,-0.343432635,0.9951149225234985,0.18171259760856628,0.36833450198173523,-0.192876458,0.9833879470825195,0.6237872838973999,0.40460649132728577,-0.37314254,0.9815369844436646,0.15898866951465607,0.37712398171424866,-0.216694564,0.9393256902694702,0.6237728595733643,0.4033803939819336,-0.412538052,0.9851387739181519,0.15889987349510193,0.37613072991371155,-0.261198342,0.950786829,0.6163703203201294,0.4014137387275696,-0.364664555,0.9848183393478394,0.16711077094078064,0.3739290237426758,-0.218957901,0.9569833278656006,0.42451319098472595,0.5589955449104309,-0.019729558,0.9991291165351868,0.3629487156867981,0.5603604912757874,0.019889356568455696,0.9989925026893616,0.4315498471260071,0.7055769562721252,0.064521693,0.9962767958641052,0.35727643966674805,0.7096389532089233,0.10033212602138519,0.9978508353233337,0.4364679753780365,0.8270706534385681,0.2908080518245697,0.9957616329193115,0.35962829,0.8295091986656189,0.31549468636512756,0.9968440532684326,0.4302805960178375,0.8430976271629333,0.3051711618900299,0.9642798900604248,0.3660068213939667,0.8440997004508972,0.3297061324119568,0.9592199325561523,0.448547363,0.8748769760131836,0.16504327952861786,0.9920127987861633,0.34247973561286926,0.8806115984916687,0.20228643715381622,0.9947466254234314
T Pose,0.3591381907463074,0.27769243717193604,-0.344574749,0.9999447464942932,0.36291325092315674,0.26164448261260986,-0.352355659,0.9997277855873108,0.36585938930511475,0.2599073350429535,-0.352387637,0.9997791647911072,0.36942869424819946,0.25774702429771423,-0.35247612,0.9997560977935791,0.3561913073062897,0.26578861474990845,-0.328815967,0.9995591640472412,0.35496944189071655,0.26693055033683777,-0.328842968,0.9994905591011047,0.35400480031967163,0.2680809795856476,-0.328799307,0.9992622137069702,0.38791602849960327,0.25675010681152344,-0.310064137,0.9998438358306885,0.36462312936782837,0.26759082078933716,-0.202782065,0.9993373155593872,0.37118464708328247,0.28812462091445923,-0.325233191,0.9999049305915833,0.36373233795166016,0.2915057837963104,-0.293283999,0.9997119903564453,0.4555662274360657,0.34124019742012024,-0.228311017,0.9999713897705078,0.34235650300979614,0.3397901654243469,-0.12109711,0.9997665882110596,0.5285549759864807,0.37505877017974854,-0.256945074,0.9988831877708435,0.2593200206756592,0.3534804582595825,-0.074444905,0.9956256747245789,0.6028387546539307,0.3960382342338562,-0.350128829,0.9953200817108154,0.1835705190896988,0.36891454458236694,-0.175915167,0.9832867383956909,0.6247768998146057,0.40512406826019287,-0.380470872,0.9820007085800171,0.1607951819896698,0.3772410452365875,-0.196523815,0.9389187693595886,0.6246983408927917,0.40374043583869934,-0.419494927,0.985508144,0.16068653762340546,0.37618550658226013,-0.242674589,0.9504348635673523,0.6172564029693604,0.40164899826049805,-0.371276081,0.9851818084716797,0.16924186050891876,0.37412330508232117,-0.202234268,0.9565894603729248,0.42482852935791016,0.5598494410514832,-0.020415869,0.9991491436958313,0.3631550669670105,0.5612249970436096,0.020599203184247017,0.9990282654762268,0.4321051239967346,0.7061249613761902,0.052097559,0.9962777495384216,0.3580572009086609,0.7107598185539246,0.11097098886966705,0.9978811740875244,0.43729862570762634,0.8279411792755127,0.27496016025543213,0.9956879615783691,0.360227495,0.8304750323295593,0.3254653513431549,0.9967628717422485,0.4309843182563782,0.8441083431243896,0.28876498341560364,0.9644588828086853,0.3661777079105377,0.8454760313034058,0.33956509828567505,0.9583244919776917,0.4499034285545349,0.8758924007415771,0.1453082263469696,0.9920015931129456,0.342842698,0.8812035918235779,0.21196122467517853,0.9946543574333191
T Pose,0.3581943213939667,0.27885934710502625,-0.334771693,0.9999431371688843,0.36217886209487915,0.2635262906551361,-0.343578339,0.999718964,0.3650919795036316,0.26159805059432983,-0.343608797,0.9997729063034058,0.36838752031326294,0.2595217525959015,-0.343698084,0.9997479319572449,0.35557523369789124,0.2681867778301239,-0.319366664,0.9995527863502502,0.3544631004333496,0.26935312151908875,-0.319396079,0.9994880557060242,0.35358190536499023,0.2704106569290161,-0.319354832,0.9992577433586121,0.3868873119354248,0.25854936242103577,-0.308883727,0.9998346567153931,0.3645823299884796,0.2695908844470978,-0.197653264,0.9993404150009155,0.37009498476982117,0.28885728120803833,-0.318033934,0.9999006390571594,0.36315569281578064,0.29241621494293213,-0.285230696,0.9997091889381409,0.4555569589138031,0.34217071533203125,-0.228840828,0.9999714493751526,0.342342734,0.34214577078819275,-0.120568588,0.9997717142105103,0.5286358594894409,0.37529632449150085,-0.256862432,0.9989213347434998,0.25928741693496704,0.3569740951061249,-0.076417722,0.995547354,0.6028241515159607,0.3960895836353302,-0.348991871,0.9955082535743713,0.18414688110351562,0.3726477026939392,-0.176633343,0.9830507636070251,0.6248431205749512,0.4052058458328247,-0.379612446,0.9824241399765015,0.16087636351585388,0.380638063,-0.196537107,0.9380399584770203,0.6247984170913696,0.4037611782550812,-0.41859445,0.9858458042144775,0.16079607605934143,0.37926462292671204,-0.241539717,0.9496835470199585,0.6172994375228882,0.40165597200393677,-0.370072037,0.9855313897132874,0.16939295828342438,0.37768083810806274,-0.202319592,0.955825925,0.4251950681209564,0.5627123713493347,-0.02042955,0.9991567134857178,0.36370590329170227,0.5640913248062134,0.020612996071577072,0.9990606307983398,0.4326314926147461,0.7093173861503601,0.064025179,0.9961906671524048,0.35856497287750244,0.7136555314064026,0.11134270578622818,0.9978800415992737,0.4379311501979828,0.8297819495201111,0.2949681878089905,0.9954579472541809,0.36082378029823303,0.8324032425880432,0.32717111706733704,0.996616542,0.4317287802696228,0.8458551168441772,0.309904009,0.9638620018959045,0.36657077074050903,0.8468421101570129,0.3416367471218109,0.9568184614181519,0.45026248693466187,0.87722379,0.1716517210006714,0.9917536377906799,0.3437192440032959,0.8842474818229675,0.21727454662322998,0.9944625496864319
T Pose,0.3567267060279846,0.28056371212005615,-0.324652523,0.9999390840530396,0.3606579005718231,0.26593518257141113,-0.335617274,0.999695897,0.36363303661346436,0.26389041543006897,-0.335640609,0.9997560381889343,0.36672165989875793,0.2617884576320648,-0.335725009,0.9997266530990601,0.3546788692474365,0.2704562246799469,-0.310859025,0.9995272159576416,0.3537672758102417,0.2714809477329254,-0.310893863,0.9994672536849976,0.35300618410110474,0.27237263321876526,-0.310858071,0.9992247223854065,0.3853250741958618,0.2609661817550659,-0.309519708,0.9998186230659485,0.3645811676979065,0.27151307463645935,-0.196053341,0.9993241429328918,0.3688611388206482,0.2903372645378113,-0.311066031,0.9998915791511536,0.3624703586101532,0.29426899552345276,-0.277556688,0.9996922612190247,0.4555334448814392,0.3439353108406067,-0.229911804,0.9999715685844421,0.34231624007225037,0.34464067220687866,-0.121770285,0.9997757077217102,0.5288938283920288,0.3760741949081421,-0.259342611,0.998972476,0.25926294922828674,0.3601183295249939,-0.078766115,0.9954264163970947,0.6030599474906921,0.3966580629348755,-0.348403692,0.9957391023635864,0.18391330540180206,0.37648361921310425,-0.178425357,0.9826666116714478,0.6253648996353149,0.40569767355918884,-0.37942487,0.9830358624458313,0.16080309450626373,0.3837018311023712,-0.197808281,0.9366747140884399,0.6252114772796631,0.4043605923652649,-0.417545706,0.986329198,0.1607588529586792,0.3826487958431244,-0.242841989,0.9485680460929871,0.6177648305892944,0.40231236815452576,-0.36949867,0.9860249161720276,0.16927078366279602,0.38153257966041565,-0.204102874,0.9547430276870728,0.42528706789016724,0.5650525689125061,-0.020486373,0.9991419315338135,0.3640923798084259,0.56584394,0.020673869,0.999089777,0.4326551854610443,0.7106350064277649,0.076574497,0.9961575269699097,0.3586868941783905,0.7153289914131165,0.10788838565349579,0.9979058504104614,0.4379960596561432,0.8317829966545105,0.30163079500198364,0.9952871203422546,0.3608914613723755,0.8363088369369507,0.31236398220062256,0.9965658783912659,0.4320288300514221,0.8478123545646667,0.31590405106544495,0.9635237455368042,0.36668118834495544,0.8503811955451965,0.32470637559890747,0.9563736915588379,0.4503139555454254,0.8789160251617432,0.17843003571033478,0.9915885925292969,0.3437381684780121,0.8878246545791626,0.2005079686641693,0.9943946599960327
T Pose,0.3537923991680145,0.2809707224369049,-0.32414493,0.9999291300773621,0.35824719071388245,0.2663595378398895,-0.335887164,0.9996395111083984,0.361299068,0.2644422948360443,-0.335908413,0.9997169375419617,0.3643905818462372,0.26250776648521423,-0.335999995,0.9996760487556458,0.3529859185218811,0.2705093324184418,-0.31141004,0.9994509220123291,0.35238856077194214,0.2714413106441498,-0.31144914,0.9994039535522461,0.3519269824028015,0.27226728200912476,-0.311420321,0.9991217851638794,0.38331836462020874,0.26201921701431274,-0.310061872,0.9997824430465698,0.36459892988204956,0.27168920636177063,-0.199097544,0.9992637634277344,0.36611270904541016,0.2908678948879242,-0.311383694,0.9998725652694702,0.3601318597793579,0.2946568727493286,-0.278281391,0.9996519684791565,0.4551776945590973,0.34398704767227173,-0.235899359,0.9999715685844421,0.3420172333717346,0.34515663981437683,-0.12921536,0.9997747540473938,0.5288709402084351,0.3760722875595093,-0.264500052,0.9990124106407166,0.25882208347320557,0.3608168065547943,-0.084425643,0.9952151775360107,0.6031566858291626,0.39664462208747864,-0.349429041,0.9959380626678467,0.1838071346282959,0.37771421670913696,-0.177822262,0.9821457862854004,0.6258829236030579,0.40569478273391724,-0.378605187,0.9835931062698364,0.16050612926483154,0.3856169879436493,-0.196216062,0.9353269338607788,0.625963569,0.4043577313423157,-0.417134136,0.9867722392082214,0.1605309098958969,0.38430729508399963,-0.240222573,0.9474831819534302,0.618596077,0.4023095667362213,-0.370369285,0.9864749312400818,0.16917869448661804,0.38310426473617554,-0.202978164,0.953689456,0.4256099760532379,0.5648396611213684,-0.020527018,0.9991310238838196,0.3643156588077545,0.5664929747581482,0.020713847130537033,0.9991011619567871,0.4328303933143616,0.7111356258392334,0.072410077,0.9961220622062683,0.35911762714385986,0.7159548997879028,0.11030379682779312,0.9978739619255066,0.4385482668876648,0.8316730260848999,0.31012654304504395,0.9951144456863403,0.3615416884422302,0.8360284566879272,0.3264938294887543,0.9964329,0.4326714873313904,0.8473813533782959,0.3261765241622925,0.9627578258514404,0.36694785952568054,0.850163996,0.3412213623523712,0.9551970958709717,0.450676292,0.878821611,0.18977850675582886,0.9914764761924744,0.344617099,0.8873586058616638,0.21977663040161133,0.994247556
T Pose,0.35284680128097534,0.2809354364871979,-0.299910396,0.9999147057533264,0.35721465945243835,0.26626846194267273,-0.311534226,0.9995573163032532,0.36039942502975464,0.2643730044364929,-0.311561853,0.9996570944786072,0.3635241985321045,0.2624661326408386,-0.311650902,0.999603808,0.3520967662334442,0.27037543058395386,-0.286666781,0.9993403553962708,0.3515232503414154,0.27131131291389465,-0.286694556,0.9992967247962952,0.3510647416114807,0.2721516489982605,-0.286662936,0.9989573955535889,0.38263067603111267,0.26199740171432495,-0.291740835,0.9997254610061646,0.3645990490913391,0.27157923579216003,-0.176806748,0.9991484880447388,0.3653362989425659,0.2908492088317871,-0.288115114,0.9998448491096497,0.3593459129333496,0.2946268618106842,-0.254438579,0.9995892643928528,0.4551509916782379,0.3434722125530243,-0.222673059,0.9999710321426392,0.34201478958129883,0.34499651193618774,-0.112228729,0.9997705221176147,0.5288790464401245,0.3753151595592499,-0.256207049,0.9990413784980774,0.2590564787387848,0.3605338931083679,-0.071927175,0.9950329661369324,0.6033283472061157,0.3958301544189453,-0.337245852,0.9961035251617432,0.183755025,0.37714993953704834,-0.163959354,0.9817623496055603,0.6261642575263977,0.40475544333457947,-0.364220619,0.984028161,0.1605900377035141,0.38534125685691833,-0.181801006,0.9341831803321838,0.6262990832328796,0.4036426544189453,-0.401783764,0.9871150255203247,0.16059967875480652,0.3841003179550171,-0.22486794,0.9465449452400208,0.6189557909965515,0.40162941813468933,-0.357606471,0.9868336915969849,0.16920658946037292,0.38268333673477173,-0.188931495,0.9527975916862488,0.42594894766807556,0.5645903944969177,-0.020559993,0.9991089105606079,0.3645249009132385,0.5662254691123962,0.020745073,0.9990982413291931,0.43300873041152954,0.710827649,0.061944447457790375,0.9960294365882874,0.359572172,0.7157376408576965,0.10959692299365997,0.9978382587432861,0.4392635226249695,0.8314878344535828,0.2990282475948334,0.9948694705963135,0.3619196116924286,0.8351321816444397,0.32430532574653625,0.9962267875671387,0.4331854283809662,0.8472049236297607,0.3113323748111725,0.9617496728897095,0.367057204,0.8494097590446472,0.3388792872428894,0.9531515836715698,0.4510892331600189,0.8787469863891602,0.18035435676574707,0.9912256002426147,0.3449966609477997,0.8872060775756836,0.21675069630146027,0.9939941167831421
T Pose,0.3529575765132904,0.2819496989250183,-0.282162756,0.9999012351036072,0.35723617672920227,0.2671509385108948,-0.294781387,0.9994838237762451,0.3603817820549011,0.26530370116233826,-0.29480952,0.9996022582054138,0.3634944260120392,0.2634362578392029,-0.2948865,0.9995356798171997,0.3521466553211212,0.2709908187389374,-0.268665552,0.9992413520812988,0.35156840085983276,0.271823525,-0.268692911,0.999207079,0.35110771656036377,0.272553414,-0.268667907,0.998819888,0.38256222009658813,0.26297691464424133,-0.283216059,0.9996702075004578,0.36503100395202637,0.2720121145248413,-0.1627682,0.9990532994270325,0.36543044447898865,0.29184672236442566,-0.273731649,0.9998164176940918,0.35946041345596313,0.29581502079963684,-0.238483384,0.9995223879814148,0.4552309513092041,0.3439940810203552,-0.215567544,0.999969482,0.3432846665382385,0.34640660881996155,-0.106584467,0.9997612237930298,0.5297237038612366,0.37540578842163086,-0.248962909,0.9990562200546265,0.2592694163322449,0.3619213402271271,-0.070802145,0.9947215914726257,0.6038450002670288,0.3958553671836853,-0.323794186,0.9962313771247864,0.18464778363704681,0.37881729006767273,-0.164533183,0.9811950325965881,0.6269048452377319,0.4047466516494751,-0.34854275,0.9843053221702576,0.1618763655424118,0.3875650465488434,-0.182534739,0.9325301051139832,0.6268821954727173,0.4036398231983185,-0.384931177,0.9873266220092773,0.16166485846042633,0.3862462341785431,-0.225550532,0.9452136158943176,0.6196109056472778,0.40163668990135193,-0.343361914,0.9870664477348328,0.17020244896411896,0.3845040202140808,-0.189634889,0.9516154527664185,0.42654070258140564,0.565247655,-0.02043958,0.999093771,0.3648732304573059,0.5664126873016357,0.020614456,0.9990996718406677,0.43350276350975037,0.7110909223556519,0.062010027,0.9959619045257568,0.3598073124885559,0.7158389687538147,0.10815306007862091,0.9978112578392029,0.4393097460269928,0.8326466083526611,0.2887651324272156,0.9947008490562439,0.3621371388435364,0.8356251120567322,0.3165771961212158,0.9960924386978149,0.43317657709121704,0.8483006954193115,0.3021942973136902,0.9611083269119263,0.3672802150249481,0.8499929904937744,0.3305673599243164,0.951612651,0.45138078927993774,0.8802663087844849,0.16704705357551575,0.9910485148429871,0.34518107771873474,0.8874898552894592,0.214115709,0.9938338398933411
